Startpoint	Solution
99.1122565865	88.223298496
99.4826099454	89.2470345539
97.7131564088	86.2232187344
99.0838820498	89.5935801191
99.2828456684	90.4127481714
98.1287212929	88.8803287108
98.5197836607	86.0731161403
98.9705461824	88.5392683551
99.7693859902	88.9946001543
99.8845598846	89.6632124352
99.4826099454	91.5608465608
98.3238636364	90.3183716075
96.838276441	90.0832899531
98.7728310502	91.8768250597
97.9343520091	91.5850754168
97.823629169	91.4398943197
98.7728310502	89.2700541656
99.4254524562	89.1550747038
96.4066852368	91.1269088994
97.6304654443	88.9946001543
97.9898074745	86.6332916145
99.3683606087	90.3891355445
97.6855771945	88.8347022587
98.716486024	88.971722365
99.4540229885	89.0403910471
99.0838820498	86.5682841421
96.8111888112	86.1802788845
99.7406340058	88.6299615877
97.4380630631	87.5316135559
99.3398392652	89.709694142
99.055523755	88.3584375798
99.8845598846	90.2948082442
99.140647379	90.0598490762
99.0838820498	89.1780468951
99.5398331895	91.6821192053
99.2828456684	89.5703933747
99.2543733869	86.5682841421
99.7693859902	91.1509086121
97.3010964296	90.3891355445
97.246417533	89.3622514846
99.942246607	88.72084081
98.8010276906	86.7853560682
97.4106388967	89.9428274428
98.6602052452	88.0661577608
99.4826099454	88.9031595171
99.7118985883	86.7853560682
99.8845598846	89.3391843056
99.6831797235	88.2908163265
99.8845598846	89.2010309278
99.3398392652	88.6981035366
99.4826099454	89.2010309278
97.9620718936	87.9989829647
97.4380630631	88.3358856559
100.0	89.3391843056
99.3398392652	88.0661577608
99.140647379	89.3622514846
97.9620718936	90.1302083333
99.3683606087	88.8347022587
98.9988558352	90.9592641261
98.829240434	89.9194595999
97.9066478076	86.828901154
99.1122565865	87.7313054499
96.1388888889	90.9592641261
99.2828456684	89.3161290323
97.4380630631	88.6981035366
99.1122565865	90.3419472723
99.6831797235	89.0862290862
98.9422527158	89.1091658084
99.7118985883	87.4210659257
96.3798384851	90.0598490762
97.8512864009	91.1749209694
97.3558368495	89.3391843056
97.6855771945	91.0789473684
99.7693859902	88.2908163265
97.5479143179	89.224026811
99.2543733869	88.7435897436
98.7728310502	88.3584375798
99.8269397173	88.4713701431
98.7446504993	89.3161290323
100.0	89.3391843056
99.6257915947	89.0862290862
96.2458286986	89.8028022833
97.6029328821	89.1550747038
99.5398331895	89.5240558717
99.8269397173	91.1509086121
99.7981545559	86.7853560682
98.7446504993	88.9488563351
97.878959276	90.365535248
97.9066478076	90.0130039012
97.3284589426	89.989599584
99.1122565865	91.0549855301
99.3683606087	88.0661577608
99.942246607	89.709694142
97.246417533	87.5316135559
98.9139754215	87.5537566405
97.246417533	89.6167788711
97.823629169	88.5392683551
98.9705461824	90.2006776127
97.7683615819	89.0174897119
99.4826099454	89.0862290862
